PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32720212","RT-NET: real-time reconstruction of neural activity using high-density electroencephalography","Guarnieri R, Zhao M, Taberna GA, Ganzetti M, Swinnen SP, Mantini D.","Neuroinformatics. 2021 Apr;19(2):251-266. doi: 10.1007/s12021-020-09479-3.","Guarnieri R","Neuroinformatics","2021","2020/07/29","PMC8004510","","10.1007/s12021-020-09479-3"
"33567253","Frequency of theta rhythm is controlled by acceleration, but not speed, in running rats","Kropff E, Carmichael JE, Moser EI, Moser MB.","Neuron. 2021 Mar 17;109(6):1029-1039.e8. doi: 10.1016/j.neuron.2021.01.017. Epub 2021 Feb 9.","Kropff E","Neuron","2021","2021/02/10","PMC7980093","","10.1016/j.neuron.2021.01.017"
"33508412","High-pass filtering artifacts in multivariate classification of neural time series data","van Driel J, Olivers CNL, Fahrenfort JJ.","J Neurosci Methods. 2021 Mar 15;352:109080. doi: 10.1016/j.jneumeth.2021.109080. Epub 2021 Jan 27.","van Driel J","J Neurosci Methods","2021","2021/01/28","","","10.1016/j.jneumeth.2021.109080"
"32929490","Are age and sex effects on sleep slow waves only a matter of electroencephalogram amplitude?","Rosinvil T, Bouvier J, Dubé J, Lafrenière A, Bouchard M, Cyr-Cronier J, Gosselin N, Carrier J, Lina JM.","Sleep. 2021 Mar 12;44(3):zsaa186. doi: 10.1093/sleep/zsaa186.","Rosinvil T","Sleep","2021","2020/09/15","PMC7953219","","10.1093/sleep/zsaa186"
"33776886","Artifact Reduction in Simultaneous EEG-fMRI: A Systematic Review of Methods and Contemporary Usage","Bullock M, Jackson GD, Abbott DF.","Front Neurol. 2021 Mar 11;12:622719. doi: 10.3389/fneur.2021.622719. eCollection 2021.","Bullock M","Front Neurol","2021","2021/03/29","PMC7991907","","10.3389/fneur.2021.622719"
"33737901","Radiological and Clinical Value of 7T MRI for Evaluating 3T-Visible Lesions in Pharmacoresistant Focal Epilepsies","Wang ZI, Oh SH, Lowe M, Larvie M, Ruggieri P, Hill V, Statsevych V, Moon D, Lee J, Emch T, Bena J, Blümcke I, Bingaman W, Gonzalez-Martinez JA, Najm I, Jones SE.","Front Neurol. 2021 Mar 2;12:591586. doi: 10.3389/fneur.2021.591586. eCollection 2021.","Wang ZI","Front Neurol","2021","2021/03/19","PMC7960771","","10.3389/fneur.2021.591586"
"33412281","Stimulation artifact source separation (SASS) for assessing electric brain oscillations during transcranial alternating current stimulation (tACS)","Haslacher D, Nasr K, Robinson SE, Braun C, Soekadar SR.","Neuroimage. 2021 Mar;228:117571. doi: 10.1016/j.neuroimage.2020.117571. Epub 2021 Jan 4.","Haslacher D","Neuroimage","2021","2021/01/07","PMC7903161","","10.1016/j.neuroimage.2020.117571"
"33642972","Quantifying Signal Quality From Unimodal and Multimodal Sources: Application to EEG With Ocular and Motion Artifacts","Nahmias DO, Kontson KL.","Front Neurosci. 2021 Feb 12;15:566004. doi: 10.3389/fnins.2021.566004. eCollection 2021.","Nahmias DO","Front Neurosci","2021","2021/03/01","PMC7906969","","10.3389/fnins.2021.566004"
"33738147","Massage Therapy's Effectiveness on the Decoding EEG Rhythms of Left/Right Motor Imagery and Motion Execution in Patients With Skeletal Muscle Pain","Li H, Fan K, Ma J, Wang B, Qiao X, Yan Y, Du W, Wang L.","IEEE J Transl Eng Health Med. 2021 Feb 3;9:2100320. doi: 10.1109/JTEHM.2021.3056911. eCollection 2021.","Li H","IEEE J Transl Eng Health Med","2021","2021/03/19","PMC7965939","","10.1109/JTEHM.2021.3056911"
"33246129","Schrödinger filtering: a precise EEG despiking technique for EEG-fMRI gradient artifact","Benigno GB, Menon RS, Serrai H.","Neuroimage. 2021 Feb 1;226:117525. doi: 10.1016/j.neuroimage.2020.117525. Epub 2020 Nov 25.","Benigno GB","Neuroimage","2021","2020/11/27","","","10.1016/j.neuroimage.2020.117525"
"33568979","Analysis of Human Gait Using Hybrid EEG-fNIRS-Based BCI System: A Review","Khan H, Naseer N, Yazidi A, Eide PK, Hassan HW, Mirtaheri P.","Front Hum Neurosci. 2021 Jan 25;14:613254. doi: 10.3389/fnhum.2020.613254. eCollection 2020.","Khan H","Front Hum Neurosci","2021","2021/02/11","PMC7868344","","10.3389/fnhum.2020.613254"
"34713069","Unsupervised EEG Artifact Detection and Correction","Saba-Sadiya S, Chantland E, Alhanai T, Liu T, Ghassemi MM.","Front Digit Health. 2021 Jan 22;2:608920. doi: 10.3389/fdgth.2020.608920. eCollection 2020.","Saba-Sadiya S","Front Digit Health","2021","2021/10/29","PMC8521924","","10.3389/fdgth.2020.608920"
"33499330","Transcranial Evoked Potentials Can Be Reliably Recorded with Active Electrodes","Mancuso M, Sveva V, Cruciani A, Brown K, Ibáñez J, Rawji V, Casula E, Premoli I, D'Ambrosio S, Rothwell J, Rocchi L.","Brain Sci. 2021 Jan 22;11(2):145. doi: 10.3390/brainsci11020145.","Mancuso M","Brain Sci","2021","2021/01/27","PMC7912161","","10.3390/brainsci11020145"
"33477526","Real-Time Artifacts Reduction during TMS-EEG Co-Registration: A Comprehensive Review on Technologies and Procedures","Varone G, Hussain Z, Sheikh Z, Howard A, Boulila W, Mahmud M, Howard N, Morabito FC, Hussain A.","Sensors (Basel). 2021 Jan 18;21(2):637. doi: 10.3390/s21020637.","Varone G","Sensors (Basel)","2021","2021/01/22","PMC7831109","","10.3390/s21020637"
"33584176","Electromyogram (EMG) Removal by Adding Sources of EMG (ERASE)-A Novel ICA-Based Algorithm for Removing Myoelectric Artifacts From EEG","Li Y, Wang PT, Vaidya MP, Flint RD, Liu CY, Slutzky MW, Do AH.","Front Neurosci. 2021 Jan 15;14:597941. doi: 10.3389/fnins.2020.597941. eCollection 2020.","Li Y","Front Neurosci","2021","2021/02/15","PMC7873899","","10.3389/fnins.2020.597941"
"33519355","Intensity and Dose of Neuromuscular Electrical Stimulation Influence Sensorimotor Cortical Excitability","Insausti-Delgado A, López-Larraz E, Omedes J, Ramos-Murguialday A.","Front Neurosci. 2021 Jan 15;14:593360. doi: 10.3389/fnins.2020.593360. eCollection 2020.","Insausti-Delgado A","Front Neurosci","2021","2021/02/01","PMC7845652","","10.3389/fnins.2020.593360"
"33446195","Measuring implanted patient response to tone pips","Cornejo JM, Quintana AK, Beltran NE, Granados P.","Biomed Eng Online. 2021 Jan 14;20(1):10. doi: 10.1186/s12938-020-00844-6.","Cornejo JM","Biomed Eng Online","2021","2021/01/15","PMC7807692","","10.1186/s12938-020-00844-6"
"33510607","Is Brain Dynamics Preserved in the EEG After Automated Artifact Removal? A Validation of the Fingerprint Method and the Automatic Removal of Cardiac Interference Approach Based on Microstate Analysis","Tamburro G, Croce P, Zappasodi F, Comani S.","Front Neurosci. 2021 Jan 12;14:577160. doi: 10.3389/fnins.2020.577160. eCollection 2020.","Tamburro G","Front Neurosci","2021","2021/01/29","PMC7835728","","10.3389/fnins.2020.577160"
"33410892","Regression-based analysis of combined EEG and eye-tracking data: Theory and applications","Dimigen O, Ehinger BV.","J Vis. 2021 Jan 4;21(1):3. doi: 10.1167/jov.21.1.3.","Dimigen O","J Vis","2021","2021/01/07","PMC7804566","","10.1167/jov.21.1.3"
"33038417","EEG Integrated Platform Lossless (EEG-IP-L) pre-processing pipeline for objective signal quality assessment incorporating data annotation and blind source separation","Desjardins JA, van Noordt S, Huberty S, Segalowitz SJ, Elsabbagh M.","J Neurosci Methods. 2021 Jan 1;347:108961. doi: 10.1016/j.jneumeth.2020.108961. Epub 2020 Oct 8.","Desjardins JA","J Neurosci Methods","2021","2020/10/10","","","10.1016/j.jneumeth.2020.108961"
"32746037","Ballistocardiogram Artifact Reduction in Simultaneous EEG-fMRI Using Deep Learning","McIntosh JR, Yao J, Hong L, Faller J, Sajda P.","IEEE Trans Biomed Eng. 2021 Jan;68(1):78-89. doi: 10.1109/TBME.2020.3004548. Epub 2020 Dec 21.","McIntosh JR","IEEE Trans Biomed Eng","2021","2020/08/04","PMC7808341","NIHMS1656700","10.1109/TBME.2020.3004548"
"33357222","Automated detection of activity onset after postictal generalized EEG suppression","Lamichhane B, Kim Y, Segarra S, Zhang G, Lhatoo S, Hampson J, Jiang X.","BMC Med Inform Decis Mak. 2020 Dec 24;20(Suppl 12):327. doi: 10.1186/s12911-020-01307-7.","Lamichhane B","BMC Med Inform Decis Mak","2020","2020/12/28","PMC7758926","","10.1186/s12911-020-01307-7"
"33505455","Objective Extraction of Evoked Event-Related Oscillation from Time-Frequency Representation of Event-Related Potentials","Zhang G, Li X, Cong F.","Neural Plast. 2020 Dec 19;2020:8841354. doi: 10.1155/2020/8841354. eCollection 2020.","Zhang G","Neural Plast","2020","2021/01/28","PMC7811495","","10.1155/2020/8841354"
"33390915","Signal-Space Projection Suppresses the tACS Artifact in EEG Recordings","Vosskuhl J, Mutanen TP, Neuling T, Ilmoniemi RJ, Herrmann CS.","Front Hum Neurosci. 2020 Dec 18;14:536070. doi: 10.3389/fnhum.2020.536070. eCollection 2020.","Vosskuhl J","Front Hum Neurosci","2020","2021/01/04","PMC7775555","","10.3389/fnhum.2020.536070"
"33348821","Backward Walking Induces Significantly Larger Upper-Mu-Rhythm Suppression Effects Than Forward Walking Does","Lin NH, Liu CH, Lee P, Guo LY, Sung JL, Yen CW, Liaw LJ.","Sensors (Basel). 2020 Dec 17;20(24):7250. doi: 10.3390/s20247250.","Lin NH","Sensors (Basel)","2020","2020/12/22","PMC7767098","","10.3390/s20247250"
"33316928","Cross-Frequency Power-Power Coupling Analysis: A Useful Cross-Frequency Measure to Classify ICA-Decomposed EEG","Thammasan N, Miyakoshi M.","Sensors (Basel). 2020 Dec 9;20(24):7040. doi: 10.3390/s20247040.","Thammasan N","Sensors (Basel)","2020","2020/12/15","PMC7763560","","10.3390/s20247040"
"33275632","Applications of EEG indices for the quantification of human cognitive performance: A systematic review and bibliometric analysis","Ismail LE, Karwowski W.","PLoS One. 2020 Dec 4;15(12):e0242857. doi: 10.1371/journal.pone.0242857. eCollection 2020.","Ismail LE","PLoS One","2020","2020/12/04","PMC7717519","","10.1371/journal.pone.0242857"
"33278064","Human myoelectric spatial patterns differ among lower limb muscles and locomotion speeds","Schlink BR, Nordin AD, Ferris DP.","Physiol Rep. 2020 Dec;8(23):e14652. doi: 10.14814/phy2.14652.","Schlink BR","Physiol Rep","2020","2020/12/05","PMC7718836","","10.14814/phy2.14652"
"33137569","High-density Electric Source Imaging of interictal epileptic discharges: How many electrodes and which time point?","Vorderwülbecke BJ, Carboni M, Tourbier S, Brunet D, Seeber M, Spinelli L, Seeck M, Vulliemoz S.","Clin Neurophysiol. 2020 Dec;131(12):2795-2803. doi: 10.1016/j.clinph.2020.09.018. Epub 2020 Oct 15.","Vorderwülbecke BJ","Clin Neurophysiol","2020","2020/11/02","","","10.1016/j.clinph.2020.09.018"
"33328870","Refinement of High-Gamma EEG Features From TBI Patients With Hemicraniectomy Using an ICA Informed by Simulated Myoelectric Artifacts","Li Y, Wang PT, Vaidya MP, Flint RD, Liu CY, Slutzky MW, Do AH.","Front Neurosci. 2020 Nov 24;14:599010. doi: 10.3389/fnins.2020.599010. eCollection 2020.","Li Y","Front Neurosci","2020","2020/12/17","PMC7732541","","10.3389/fnins.2020.599010"
"33158213","Differences in Power Spectral Densities and Phase Quantities Due to Processing of EEG Signals","Alam RU, Zhao H, Goodwin A, Kavehei O, McEwan A.","Sensors (Basel). 2020 Nov 4;20(21):6285. doi: 10.3390/s20216285.","Alam RU","Sensors (Basel)","2020","2020/11/07","PMC7662261","","10.3390/s20216285"
"32860085","The influence of motor tasks and cut-off parameter selection on artifact subspace reconstruction in EEG recordings","Anders P, Müller H, Skjæret-Maroni N, Vereijken B, Baumeister J.","Med Biol Eng Comput. 2020 Nov;58(11):2673-2683. doi: 10.1007/s11517-020-02252-3. Epub 2020 Aug 28.","Anders P","Med Biol Eng Comput","2020","2020/08/30","PMC7560919","","10.1007/s11517-020-02252-3"
"32753439","Association of fast ripples on intracranial EEG and outcomes after epilepsy surgery","Nevalainen P, von Ellenrieder N, Klimeš P, Dubeau F, Frauscher B, Gotman J.","Neurology. 2020 Oct 20;95(16):e2235-e2245. doi: 10.1212/WNL.0000000000010468. Epub 2020 Aug 4.","Nevalainen P","Neurology","2020","2020/08/06","PMC7713787","","10.1212/WNL.0000000000010468"
"33192999","Automatic vs. Manual Detection of High Frequency Oscillations in Intracranial Recordings From the Human Temporal Lobe","Thomschewski A, Gerner N, Langthaler PB, Trinka E, Bathke AC, Fell J, Höller Y.","Front Neurol. 2020 Oct 19;11:563577. doi: 10.3389/fneur.2020.563577. eCollection 2020.","Thomschewski A","Front Neurol","2020","2020/11/16","PMC7604344","","10.3389/fneur.2020.563577"
"33050020","Determination of the Inaccuracies of Calculated EEG Indices","Borawski M, Biercewicz K, Duda J.","Sensors (Basel). 2020 Oct 8;20(19):5715. doi: 10.3390/s20195715.","Borawski M","Sensors (Basel)","2020","2020/10/14","PMC7582453","","10.3390/s20195715"
"33036313","Vital Sign Monitoring in Car Seats Based on Electrocardiography, Ballistocardiography and Seismocardiography: A Review","Sidikova M, Martinek R, Kawala-Sterniuk A, Ladrova M, Jaros R, Danys L, Simonik P.","Sensors (Basel). 2020 Oct 6;20(19):5699. doi: 10.3390/s20195699.","Sidikova M","Sensors (Basel)","2020","2020/10/10","PMC7582509","","10.3390/s20195699"
"33022521","Convolutional neural network with autoencoder-assisted multiclass labelling for seizure detection based on scalp electroencephalography","Takahashi H, Emami A, Shinozaki T, Kunii N, Matsuo T, Kawai K.","Comput Biol Med. 2020 Oct;125:104016. doi: 10.1016/j.compbiomed.2020.104016. Epub 2020 Sep 26.","Takahashi H","Comput Biol Med","2020","2020/10/06","","","10.1016/j.compbiomed.2020.104016"
"33019577","Exploring the Limitations of Event-Related Potential Measures in Moving Subjects: Pilot Studies of Four Different Technical Modifications in Ergometer Rowing","Hill H.","Sensors (Basel). 2020 Oct 1;20(19):5618. doi: 10.3390/s20195618.","Hill H","Sensors (Basel)","2020","2020/10/06","PMC7583081","","10.3390/s20195618"
"32658760","Limiting data loss in infant EEG: putting hunches to the test","van der Velde B, Junge C.","Dev Cogn Neurosci. 2020 Oct;45:100809. doi: 10.1016/j.dcn.2020.100809. Epub 2020 Jun 26.","van der Velde B","Dev Cogn Neurosci","2020","2020/07/14","PMC7358181","","10.1016/j.dcn.2020.100809"
"32522662","NeuroPycon: An open-source python toolbox for fast multi-modal and reproducible brain connectivity pipelines","Meunier D, Pascarella A, Altukhov D, Jas M, Combrisson E, Lajnef T, Bertrand-Dubois D, Hadid V, Alamian G, Alves J, Barlaam F, Saive AL, Dehgan A, Jerbi K.","Neuroimage. 2020 Oct 1;219:117020. doi: 10.1016/j.neuroimage.2020.117020. Epub 2020 Jun 6.","Meunier D","Neuroimage","2020","2020/06/12","","","10.1016/j.neuroimage.2020.117020"
"32958791","Electrophysiological assessment of temporal envelope processing in cochlear implant users","Gransier R, Carlyon RP, Wouters J.","Sci Rep. 2020 Sep 21;10(1):15406. doi: 10.1038/s41598-020-72235-9.","Gransier R","Sci Rep","2020","2020/09/22","PMC7506023","","10.1038/s41598-020-72235-9"
"32955675","Technological advancements and opportunities in Neuromarketing: a systematic review","Rawnaque FS, Rahman KM, Anwar SF, Vaidyanathan R, Chau T, Sarker F, Mamun KAA.","Brain Inform. 2020 Sep 21;7(1):10. doi: 10.1186/s40708-020-00109-x.","Rawnaque FS","Brain Inform","2020","2020/09/21","PMC7505913","","10.1186/s40708-020-00109-x"
"32943621","Fully organic compliant dry electrodes self-adhesive to skin for long-term motion-robust epidermal biopotential monitoring","Zhang L, Kumar KS, He H, Cai CJ, He X, Gao H, Yue S, Li C, Seet RC, Ren H, Ouyang J.","Nat Commun. 2020 Sep 17;11(1):4683. doi: 10.1038/s41467-020-18503-8.","Zhang L","Nat Commun","2020","2020/09/18","PMC7499260","","10.1038/s41467-020-18503-8"
"32995097","Effect of concurrent training on trainability performance factors in youth elite golf players","Redondo JC, de Benito AM, Izquierdo JM.","PeerJ. 2020 Sep 16;8:e9963. doi: 10.7717/peerj.9963. eCollection 2020.","Redondo JC","PeerJ","2020","2020/09/30","PMC7501780","","10.7717/peerj.9963"
"33015003","Distinguishing Epileptiform Discharges From Normal Electroencephalograms Using Scale-Dependent Lyapunov Exponent","Li Q, Gao J, Huang Q, Wu Y, Xu B.","Front Bioeng Biotechnol. 2020 Sep 8;8:1006. doi: 10.3389/fbioe.2020.01006. eCollection 2020.","Li Q","Front Bioeng Biotechnol","2020","2020/10/05","PMC7506120","","10.3389/fbioe.2020.01006"
"32803153","Validation of an Automatic Arousal Detection Algorithm for Whole-Night Sleep EEG Recordings","Chylinski D, Rudzik F, Coppieters T Wallant D, Grignard M, Vandeleene N, Van Egroo M, Thiesse L, Solbach S, Maquet P, Phillips C, Vandewalle G, Cajochen C, Muto V.","Clocks Sleep. 2020 Sep;2(3):258-272. doi: 10.3390/clockssleep2030020. Epub 2020 Jul 16.","Chylinski D","Clocks Sleep","2020","2020/08/18","PMC7115937","EMS88510","10.3390/clockssleep2030020"
"32389729","Concurrent electrophysiological and hemodynamic measurements of evoked neural oscillations in human visual cortex using sparsely interleaved fast fMRI and EEG","Lee HJ, Huang SY, Kuo WJ, Graham SJ, Chu YH, Stenroos M, Lin FH.","Neuroimage. 2020 Aug 15;217:116910. doi: 10.1016/j.neuroimage.2020.116910. Epub 2020 May 7.","Lee HJ","Neuroimage","2020","2020/05/12","","","10.1016/j.neuroimage.2020.116910"
"32778127","Mediolateral damping of an overhead body weight support system assists stability during treadmill walking","Bannwart M, Bayer SL, König Ignasiak N, Bolliger M, Rauter G, Easthope CA.","J Neuroeng Rehabil. 2020 Aug 10;17(1):108. doi: 10.1186/s12984-020-00735-w.","Bannwart M","J Neuroeng Rehabil","2020","2020/08/12","PMC7418206","","10.1186/s12984-020-00735-w"
"32903770","Distinguishing Epileptiform Discharges From Normal Electroencephalograms Using Adaptive Fractal and Network Analysis: A Clinical Perspective","Li Q, Gao J, Zhang Z, Huang Q, Wu Y, Xu B.","Front Physiol. 2020 Aug 5;11:828. doi: 10.3389/fphys.2020.00828. eCollection 2020.","Li Q","Front Physiol","2020","2020/09/09","PMC7438848","","10.3389/fphys.2020.00828"
"32579421","Delta oscillations are a robust biomarker of dopamine depletion severity and motor dysfunction in awake mice","Whalen TC, Willard AM, Rubin JE, Gittis AH.","J Neurophysiol. 2020 Aug 1;124(2):312-329. doi: 10.1152/jn.00158.2020. Epub 2020 Jun 24.","Whalen TC","J Neurophysiol","2020","2020/06/25","PMC7500379","","10.1152/jn.00158.2020"
"32405259","How to carry out and interpret EEG recordings in COVID-19 patients in ICU?","Gélisse P, Rossetti AO, Genton P, Crespel A, Kaplan PW.","Clin Neurophysiol. 2020 Aug;131(8):2023-2031. doi: 10.1016/j.clinph.2020.05.006. Epub 2020 May 13.","Gélisse P","Clin Neurophysiol","2020","2020/05/15","PMC7217782","","10.1016/j.clinph.2020.05.006"
